child in a pink dress is climbing up a set of stairs in an entry way .,6
older men sitting at a table , one holding a guitar case,9
rollerblader rides high in a full pipe while others watch,0
overweight man makes arm gestures on a park bench and a woman watches him .,9
woman in a red jacket watches as a black and brown dog runs away from her in woodland clearing .,1
dog is lying on a bed with torn paper nearby and a person watching nearby .,0
man on ski has jumped in a tree while another man is watching,1
homeless man in a wheelchair is holding a cup out for a man to put some change into,9
young woman watches as a young blond boy swings in a chair swing with buildings visible in the background .,6
woman with dyed blonde and brown hair has her arm around the man who is holding a cup .,9
man and his female teammate watch his shot as they play a game of a beer pong .,0
man is throwing a small white ball at some red cups .,7
man trying to throw a ball into red cups .,1
player watches the tennis ball he hit go flying , as the crowd watches .,9
watch as a person skis down a mountain .,7
couple watch as two young boys show them an item outside a barn while two young girls stand off to the side .,0
group of people watches a boy on a skateboard launch off a ramp .,0
of people watching a skateboarder do tricks at a skate park .,9
are watching a boy on a skateboard at the top of a skate ramp .,1
family is watching a girl on the phone walk by .,6
woman walks and talks on her cellphone while nearby men watch .,1
man is riding a bull at a rodeo setting with a small crowd watching .,6
riding with people watching,9
baby takes a bath while grownups watch .,6
bunch of people watching a child in the bathtub .,1
people are standing around watching a baby taking a bath .,6
woman holds a baby while a man looks at it as another man holding a child watches .,1
runner is wearing a red tank top and is being watched by a man in black .,9
group of people watching a chess game .,9
people are sitting in a park watching a chess game .,9
people are at a park watching a chess game played with giant pieces .,2
crowd is watching an over sized chess match .,9
boy is brake dancing as a crowd watches .,0
man is standing on his hands on a sidewalk while others watch .,1
guy playing tennis , two nearby spectators , and a crowd watching .,1
tennis player is hitting the ball with his racquet , while others watch the match .,0
girl is hanging on the fence watching a horse .,9
young girl clings to a fence ant watches the horse on the other side .,9
man in a blue shirt climbs a rock while people behind him in red shirts watch .,9
little girl dressed in pink watches another , also wearing some pink , jump on the trampoline .,6
white , curly haired dog is wearing a harness and watching another black and brown dog in the water .,9
young girl in a white dress watches bubbles while a woman and girl toddler observe .,0
little girls and an adult watch bubbles float through the air in front of them .,6
girl is playing a red flute while another girl holds a pink guitar .,0
little girl is playing a red recorder flute while another girl is playing a pink guitar .,0
girl is playing a recorder and another girl is playing the guitar .,0
girl is playing a recorder while another one holds a guitar .,9
brown dog in a pink shirt chews something white while a brown dog in yellow watches .,6
bald man is attempting to slam dunk a basketball in a game while people in the stands watch .,1
man reaches toward dunking a basketball while an audience watches .,9
boys watch a seal in an aquarium .,7
woman read the paper and drinks from a coffee cup in front of an art gallery poster .,1
man watching another man do a kissing pose,1
little girl dressed in pink is falling in water while another girl dressed in red watches .,0
empty chairlift and a chairlift occupied by two people are moving .,0
a child from behind as their long hair flies out .,9
biker falls while the boys watch .,7
dogs play together while their owners watch .,9
young man sits on a cliff , watching the ocean .,6
crowd watching a dirt bike race,1
standing at fence watching motor vehicles in field,1
boy under an umbrella is held by his father who is wearing a blue coat,0
biker with a blue jacket , black pants , and white helmet driving on dirt while people watch .,0
boy flips out of the pink intertube while a boy in the green tube watches .,7
boy has done a back flip into a swimming pool while another boy watches .,2
woman watches a girl play in an urban fountain .,1
young girl plays on the edge of a fountain while an older woman watches .,0
are 2 men dressed in stripes sitting under a green umbrella .,6
gondola drivers rest in the shade of a table umbrella .,1
boy does a trick on his bike as other kids watch .,1
group of people are standing by a window watching something .,2
little boys brush dirt off each other as a man watches .,6
young boys wrestle in the sand while a man watches .,2
small crowd watches military men in a tent area .,9
soldiers are going into a tent with men and women watching them .,6
women are dressed in costumes while one holds an umbrella .,1
crowd watches a biker on a wire .,9
group of children watch a man who is riding his bicycle on suspended wires .,9
group of children watching a man do a bicycle stunt .,1
watch a bicyclist perform on a tightrope .,2
boys are watching a bicycle stunt .,1
boy is on a bicycle , and there is a girl on the back of it with an umbrella .,0
couple stands outside with an umbrella and a bicycle .,1
girl with an umbrella is riding on the back of a bicycle peddled by a smiling boy .,9
man rides a bike with a woman holding an umbrella .,1
is a boy on a bicycle ; and a girl , holding an umbrella , climbing on the back .,9
people stand by watching a car smoke heavily .,1
are watching a race car speed thorugh the dirt .,9
spectators watching a dirt racing car pass by in a cloud of dust .,7
dragsters race down the track in front of a crowd of spectators watching the drag race from the stands .,0
man stands on one leg in a playful pose near a lamppost as a young girl looks on .,1
young woman perform near handwritten notice as little girls watch .,1
rugby match in progress is shown with the referee watching .,6
african man is being dragged though wet mud by two cows whilst other people watch .,0
football player is tackling the player with the football as the crowd watches .,1
dark skinned man plays a blue guitar on the street .,9
man playing his guitar on the street , surrounded by buildings and street lights .,7
man plays a blue guitar on the an empty urban street .,1
man walking the streets while playing the guitar .,6
man plays his guitar on the local streets .,6
cat watching a dog with a toy .,0
skateboarder does a trick on the railing while other people passing by watch .,6
woman watches a dog jump down the stairs .,7
man wearing a helmet is on a bicycle in the air while people in the background watch him .,9
jumping over rail on bicycle while crowd watches,2
boy in blue jumps his skateboard off some steps while his friends watch .,9
boy in blue jumps on a skateboard while two others watch him,1
man in a blue shirt is performing a skateboarding trick near stiars while two other men watch .,2
player sits on the bench while watching his teammates play ice hockey .,9
police officers in bright yellow jackets watch the crowd .,9
dog jumps into a pool while someone watches from the side .,9
baseball player swings at the ball as onlookers watch .,6
woman is jumping a long distance while people watch .,9
watch as girls play softball in a game .,6
softball player 's team watches as she swings at a pitch .,0
baby girl and little boy are standing next to a guitar and a drum .,9
watching airplane and helicopter in the sky .,9
blond woman pours wine for people while they watch tv .,6
woman pours wine and watches tv .,9
men and women drink wine while watching television .,6
man waterskiing during the winter time as people watch,1
opposing hockey players make a play for the puck with opposing fans and team members watching .,0
stunt cyclist launches himself into midair over a ramp while other cyclists watch .,1
people watching the clouds in the mountains .,9
men holding cups and one lady holding a cigarette .,2
bunch of people mainly men watching something .,9
are playing on a merry go round as adults on a bench watch them .,9
watch as their children enjoy the spinning merry-go-round .,6
person is rock climbing while another person is holding the rope and watching from below .,0
man with an electric guitar and long hair leans towards another musician .,7
spotlight is on a guitarist who is playing in a band .,0
musicians are on a stage , one plays the bass guitar .,1
people perform on a stage with electric guitars .,0
man and a woman are drinking from ceramic cups in front of a brick wall .,1
young boy dressed in a red uniform kicks the soccer ball on the field as another child in blue watches from behind .,0
boy in red getting ready to kick soccer ball while other boy watches .,2
bald man in a band is playing guitar in the spotlight .,9
bald man plays guitar while a spotlight is on him .,9
man plays guitar next to a drummer .,1
old bald man in the spotlight playing the guitar .,9
seated man playing a small guitar next to a standing man plucking a bass .,2
man sitting playing a small guitar while another man is standing playing a large chello .,9
dirt bike racer takes offf as others watch .,1
motocross rider is traveling along a dirt path with people watching .,9
person on a dirt bike is riding up a hill while people watch on the side .,9
light brown dog jumps through a ring of fire while two people watch .,6
man rowing a boat while the woman watches .,1
girls watch the singer at the concert .,9
large group of people are watching something , screaming , and taking pictures .,0
dog running on the beach while a man watches .,9
bike rider sits and watches as a fellow rider does a jump off a ramp .,6
man watches another man do a bicycle trick .,1
young men on bicycles one is doing a flip while the other watches,2
man is watching a dog catch a Frisbee in midair .,1
man stands by as a dog leaps to grab a Frisbee while people sitting on a wall watch .,1
jumps to catch a Frisbee while people watch .,9
climber in a red shirt is scaling a rock face whilst being watched by another man in a white shirt .,2
man climbing a rocky outcropping while another watches .,6
man is climbing up a rock while another man watches him from behind .,6
man in a uniform stands next to a girl with purple hair holding a cup .,1
guys , with a guitar , yelling .,6
young men sing together while one plays the guitar .,2
flower girl and ring bearer watch the flower petals hit the grass .,7
flower girl drops petals while the ring bearer watches .,6
man is jumping from a rock into the ocean while others are watching .,6
person jumps off of a cliff into the water below as others watch .,9
skater woman in a white shirt is skating along a track while others watch .,1
baseball pitcher in a red and white uniform throws the ball while his teammate watches .,2
man in the background is watching the skateboarder complete a jump .,1
woman is outside playing the guitar .,9
woman with a guitar sings in front of a building and grass .,1
woman with a nylon stringed guitar is playing in a field,9
girl plays a guitar while singing in a rural scene .,2
man watches his yellow dog hunt for something from on top of a fallen tree .,1
man watching his dog standing on a dead tree trunk .,1
horse is kicking up its hind legs at the cowboy whist another man stands ad watches .,0
man is roping a bull in a rodeo while others in cowboy hats watch .,7
man in fancy clothing plays a guitar on a stage .,9
man playing a guitar under the lights with other people in the background .,7
woman plays guitar by a round light .,7
playing guitar in a dark room .,1
man played guitar in the band .,2
man and a woman holding cups with another man nearby .,1
woman stands next to a man in a hat holding a cup standing next to another man in a yellow hat .,1
young adults holding plastic cups .,9
children in neon colors play soccer while young man watches,1
riding a racing motorcycle while other people watch .,7
watching a motorcyclist ground around a track .,6
bicyclist jumps their bike while a crowd spread across a hillside watches .,1
dirt biker competes while onlookers watch .,1
man is performing a midair stunt on a dirt bike while people in the background watch .,1
mountain bike racer jumps his bike as spectators watch .,0
man on a skateboard while the crowd watches .,9
boy hits a ball , with a bat , outside , while others in the background watch him .,6
large dog watching a small dog,0
brown dog is watching the white dog chewing the blue string .,9
large dog watches the small one play with rope .,0
man in grey sits and watches a waterfall from a rock .,9
man sits watching a waterfall .,7
person watching the sunset over water raises her arms .,9
group of people playing guitars and singing .,1
with guitar singing with three other people,9
is a group of three women and one man singing while one of the woman plays a guitar .,1
woman is laughing while playing guitar .,0
woman with a guitar smiles in front of a microphone .,1
women stand at a microphone , and one has a guitar .,1
woman playing guitar and singing in the foreground and three others performing behind her .,9
woman singing and playing an acoustic guitar and three people accompanying her .,6
children ride on a round swing while another watches from the grass .,6
baseball player swings the bat as a catcher and umpire watch .,6
ump in black watches a baseball game .,9
girl is holding a paint brush in a plastic cup and painting the ground .,9
tan dog watching a brown dog swimming in a pond .,7
couple in wedding outfits watch the sea from behind a wooden railing .,6
man in a cowboy hat sits on bleachers near the water and plays guitar .,9
man plays a guitar while sitting on bleachers in front of a lake .,9
man plays guitar on waterside bleachers .,0
sitting on bleachers wearing a white cowboy hat and playing a guitar,0
fashionably dressed young ladies sit back to back on a wall in a city park watching people around them .,0
person plays cricket while being watched by a crowd .,1
group of people sit on a panel on a stage with a crowd watching .,9
brown and black dog watches over a heard of animals .,1
boy doing a skateboard trick off of a flight of stairs while people watch .,2
group of boys watch a skateboarder jump a distant staircase .,7
people watching as a skateboarder leaps down a flight of stairs .,2
watch as a skateboarder does tricks .,6
woman holding a cup of beer and a man walking down the sidewalk .,2
boy in a green shirt is riding his skateboard in a park while three boys watch .,7
family watches as a little girl blows out the candles on her third birthday,2
biker leaps off a half-pipe littered with graffiti as onlookers watch .,1
athlete pole vaulated above the bar while spectators watched .,9
man on a motorcycle rides donuts with a crowd watching,9
motorcyclist burns rubber in a circle while a crowd watches .,9
on blue motorcycle with smoking back tire and people watching in the background .,1
girls arm wrestle while a third girl in a pink shirt and glasses watches .,2
teenage girls arm wrestle while a third girl watches .,2
young girls are arm wrestling in their hotel room while another girl watches .,9
boys are walking along the stage whilst being watched by several people .,6
guy in a costume , a crowd watching him .,9
boys points a pink gun in the air while a little girl watches and laughs .,6
girl and a boy watch a dog try to climb a tree .,6
two children watch the small yellow dog on the tree .,6
topless woman with bright red hair watches a gay pride parade .,9
girls are doing cartwheels as other children stand around watching .,9
man playing a white guitar and singing as well,1
man plays his white guitar .,1
tattooed man in black playing a white guitar and singing .,0
singing and playing a guitar .,1
guitarist is performing .,1
girl runs through an obstacle course outside as some boys watch .,7
girl runs in the grass while others watch .,9
man sitting on a park bench watching pigeons .,9
blonde boy is holding a blue umbrella .,9
little boy smiles as he holds a blue umbrella above him .,1
wet boy stands under an umbrella .,1
kid is under the blue umbrella .,7
little boy in the blue t-shirt is smiling under the blue umbrella even though it is not raining .,0
stand outside watching something .,9
person in a red hat and shoes doing stunts on a red bike while a person in yellow watches .,0
man in a pink shirt and white vest plays a guitar .,1
man in a pink shirt playing guitar .,9
man in a white suit and a pink shirt plays guitar .,9
man wearing pants plays a guitar while onstage .,1
man in the white and pink outfit is holding a guitar .,9
baseball player in a white uniform is walking to base while a crowd of people watch from the bleachers .,9
dogs watch an unseen object , two of them leaping in the air .,6
man balances a knife on his arm as another man watches .,9
man has a knife on his arm and another man is watching .,9
girl throws stones and watches the lake splash .,9
little boy with a bib on is watching the camera .,7
girl dives into the water while another girl watches her .,9
young boy wearing a big watch eats an ice cream cone .,6
dog that is wearing a red cap is standing by a guitar with its mouth wide open .,9
dog owner watches their dog climb over the rocky outline of a walking path .,6
man attached to strings is watched by a crowd .,9
on laptops in front pf a large window .,6
are two men and one female sitting down and looking at their laptops in front of a window .,0
people are sitting at a counter using laptop computers .,6
people work on their laptops inside a store .,0
dog is standing in the snow watching the camera,9
family of five is watching a performer standing on a stepstool .,9
group of people watch a man standing on a stool dressed in a thong .,1
police officer keeps watch a parade .,9
small brown jumps in the air as a big brown dog watches .,7
people sitting on a dock under a lamp post with clouds in the sky beyond them .,6
woman sitting next to her purse watching dogs at the park .,9
brown dog persues a Frisbee across the grass as the thrower watches .,9
woman in a blue jacket watches as her two brown dogs play with a red ball in a grassy yard .,6
woman watches a brown dog run away from a house across the grass .,9
man lifting black box is watched by black dog .,6
couple watches a boat against a skyline .,1
man and woman sit on a bench , watching a boat go by .,9
sun is setting while a man and woman watch a boat go by .,6
people sit on a bench and watch a boat on the water .,9
people watching a boat sail past .,9
woman are watching people play tennis from a bench .,9
individuals watch a tennis match .,7
people sit on a park bench while watching a neighborhood tennis match .,9
people with red scarves on their heads are watching tennis .,6
person is eating pasta , while a dog is watching .,1
adult man is throwing a child into the air at a beach while another child watches .,9
young boy is thrown by a man as a girl watches at the beach .,9
woman flies a kite in a field while her dog watches .,9
man holds a microphone and speaks as a group of seated people watch and one woman looks down .,0
couple kiss outdoors , while another couple watch .,1
group of people are gathered to watch a man speak from a podium about Armenian genocide .,0
girl in a purple sweater is watching a boy drink from a bottle .,9
girl in a purple sweater watching a boy drink from a green bottle .,9
little girl in pink watches a young boy drink out of a bottle on a crowded street .,2
drinking from a green bottle with girl in purple sweater watching .,6
protesters on curb , with pink umbrellas spelling out IMPEACH .,1
man wearing a multi-color coat is playing the guitar on the street .,9
man wearing a multicolored striped shirt playing the guitar on the street,9
performer in colorful shirt performing with small guitar .,9
climber scales a cliff as others watch .,9
figure is climbing up a rock while people on the grond watch .,9
person climbs a cliff face in the woods while others watch .,9
are watching a man who is climbing on a rock face .,9
bicycle stunt person midair performing a trick with fans watching .,1
group of young people are watching a man on a dirt bike performing a stunt in the air .,1
man does skateboard tricks off a ramp while others watch .,6
dressed in black is doing a skateboarding jump with a crowd watching .,2
watching a guy in a black and green baseball cap skateboarding .,2
women in front of boxes of tea and cups .,6
lady paying attention to what she is watching , another woman taking photos .,0
man balances on his forearms while a child watches in front of a colorful background .,1
watch a man doing dance moves .,9
young girl playing in the water with others watching in the background .,9
man holds a stick while three dogs watch and jump .,1
zaftig woman in a tube top and jeans dancing outdoors , with a guitarist behind her .,9
woman in a red halter dances to guitar music .,1
group of older people are sitting outside under their marine-life-themed umbrella .,9
young boy sits at a picnic table and drinks out of a small cup .,0
little boy hits a baseball while his family watches,0
little boy in a red shirt plays with a park telescope while a girl in a pink skirt watches .,7
little boy plays with a telescope in a park while a little girl watches .,9
little boy uses a telescope to view an object far away while a little girl stands nearby and watches .,6
young boy uses a water gun as a young girl watches,6
boy in a red shirt plays with the telescope as a girl in a pink dress watches .,7
woman with a strapless top is dancing to guitar music and holding a water bottle .,9
young woman with a water bottle , near a guitarist .,9
man holding a cup on a snow mountain .,1
man in a yellow suit is holding up a cup while standing in snow .,6
mountaineer in a yellow jacket is drinking from a thermos cup .,6
boys look at a laptop computer while a four talks on the phone .,1
man is standing on top of a rock or mountain watching the sunset .,9
man standing in the mountains watching a sunset .,9
man in a blue swimsuit jumps from a cliff into the water while another man watches .,0
blue-robed and hooded figure is walking past occupied tables in an upper-class room .,0
boy in a red baseball cap eats a Ritz cracker and has a big pink cup of juice,6
small boy with a red ball cap holding a cracker with a pink cup nearby .,1
dog is distance jumping into a pool of water while spectators are watching .,9
leaps into pool marked for distance , man and woman watch in background .,9
people watch a dog run along a blue cloth with numbers on it .,6
man balances a ball on a Japanese umbrella .,9
man balances a ball on top of an umbrella .,9
man balances a ball with a pink umbrella while people watch .,9
man holding up a bright pink umbrella on a city street .,1
man is balancing a red ball on top of a pink umbrella in a city street .,6
woman watching two kids playing at a pool .,1
young girl jumps feet first into a swimming pool while another little girl and woman watch .,9
child is squirted with water while older people sit and watch .,9
group of older women watch a little boy laugh as he gets squirted with water outside .,9
people stand against the railing above the water and watch the sunset .,9
adults are filling their cups and a drink machine .,9
couple standing on the deck of a boat watching the water .,6
man in a tan trench coat and blue jeans walks with a black umbrella open over his head .,0
man in a trench coat is walking with an umbrella .,1
man with white hair , a long trench coat and an umbrella walks past a parking meter .,0
walking with his umbrella in a bleak street .,2
girl walking with her grey umbrella .,9
woman holding an umbrella is standing near a parking meter .,9
woman is walking down the street holding an umbrella .,1
woman with a blue umbrella stands next to a parking meter .,7
woman in heels , black skirt and white shirt , holds her blue umbrella over her head while walking on a sidewalk near a parking meter .,0
black and white dog is watching over a flock of white sheep .,9
boy is leaping over a blue hose pipe as a little girl watches .,9
boy and a dog on a dock are watching another dog swim away .,6
boy and a dog stand on a dock watching another dog .,7
boy and a large dog stand on a dock watching another dog swim in the water .,9
boy and his dog are watching an object in the water .,9
person is sitting under a purple umbrella on the beach .,9
woman in a black bathing suit is sitting under a purple umbrella on the beach next to the ocean .,9
woman in a black swimsuit sits under a hot-pink umbrella at the beach .,6
sitting on the beach under a pink lawn umbrella .,6
adult watches a child somersault into the pool while another child looks on .,9
throws little boy into pool as another boy watches .,0
single runner is watched by onlookers in a race .,0
since his baby girl started coming to the arcade with him , the dad enjoys watching others play his favorite pinball game .,0
boy jumping off of a dock while his friend watches,9
girl all in black and white , and carrying an umbrella , walks down the street , as others watch .,7
girl dressed in black and white with mime makeup stands in the middle of a street with a white umbrella and black top hat in her hand .,0
lady in the street is wearing a white and black costume and is carrying a white umbrella .,7
little kid splashes around in the kiddie pool while a lady watches .,7
woman watches a child play near a small pool .,9
